gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1850992526	StillImage	image/jpeg	https://static.inaturalist.org/photos/8850797/original.jpeg?1499262726	https://www.inaturalist.org/photos/8850797			2017-07-05T16:05:44Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
1850990822	StillImage	image/jpeg	https://static.inaturalist.org/photos/5965855/original.jpg?1483699846	https://www.flickr.com/photos/74738817@N07/32138477185/			2015-08-13T17:27:34Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1850990822	StillImage	image/jpeg	https://static.inaturalist.org/photos/5965856/original.jpg?1483699847	https://www.flickr.com/photos/74738817@N07/31763430370/			2015-08-13T17:27:03Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1850990822	StillImage	image/jpeg	https://static.inaturalist.org/photos/5965857/original.jpg?1483699848	https://www.flickr.com/photos/74738817@N07/31763433460/			2015-08-13T17:26:44Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1850989928	StillImage	image/jpeg	https://static.inaturalist.org/photos/4211636/original.JPG?1467960268	http://www.inaturalist.org/photos/4211636			2016-07-08T15:08:15Z	Quentin Groom		iNaturalist			http://creativecommons.org/publicdomain/zero/1.0/	Quentin Groom
1850984449	StillImage	image/jpeg	https://static.inaturalist.org/photos/19703366/original.jpg?1528999067	https://www.flickr.com/photos/ferienhausnormandieprivat/27928281167/			2018-06-14T00:15:04Z	R.H.Wardell		iNaturalist			http://en.wikipedia.org/wiki/Copyright	R.H.Wardell
1850984449	StillImage	image/jpeg	https://static.inaturalist.org/photos/19703458/original.jpeg?1528999172	https://www.inaturalist.org/photos/19703458			2018-06-14T23:21:26Z	R.H.Wardell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	R.H.Wardell
1850984449	StillImage	image/jpeg	https://static.inaturalist.org/photos/19703461/original.jpeg?1528999173	https://www.inaturalist.org/photos/19703461			2018-06-14T23:21:01Z	R.H.Wardell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	R.H.Wardell
1850983346	StillImage	image/jpeg	https://static.inaturalist.org/photos/19693927/original.jpg?1528985269	https://www.inaturalist.org/photos/19693927			2018-06-13T09:12:18Z	lisasteinert		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	lisasteinert
1850983346	StillImage	image/jpeg	https://static.inaturalist.org/photos/19693947/original.jpg?1528985332	https://www.inaturalist.org/photos/19693947			2018-06-13T09:12:18Z	lisasteinert		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	lisasteinert
1850975212	StillImage	image/jpeg	https://static.inaturalist.org/photos/19639511/original.jpeg?1528892797	https://www.inaturalist.org/photos/19639511			2018-06-13T18:39:47Z	laura_schloesser		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	laura_schloesser
